reference_id	shortcitation	fullcitation
464556	Wohl and Hammack 1995	Wohl, E. E., and A. Hammack. 1995. Recent channel change along the Gunnison River at Curecanti National Recreation Area. Unpublished report. USDI National Park Service. NPBIB ID: CURE0236.
510004	Mitchem 2004	Mitchem, D. O. 2004. Characterization of the vegetation and soils of the forest communities at Camp Brookside in Summers County, West Virginia. Major paper, Virginia Polytechnic Institute and State University, Blacksburg.
176145	Fitzgerald 1978	Fitzgerald, J. P. 1978. Vertebrate associations in plant communities along the South Platte River in northeastern Colorado. Pages 73-88 in: W. D. Graul and J. Bissell, editors. Lowland River and Stream Habitat in Colorado: A symposium, Greeley, Colorado, October 4-5, 1978. Colorado Chapter of the Wildlife Society and Colorado Audubon Council.
185822	Lindauer and Christy 1972	Lindauer, I. E., and S. J. Christy. 1972. An analysis of the woody vegetation on the South Platte River floodplain in northeastern Colorado. Unpublished report to the U.S. Bureau of Reclamation, Denver, CO, by the University of Northern Colorado, Biology Department, Greeley.
189015	Crouch 1961b	Crouch, G. L. 1961b. Inventory and analysis of wildlife populations and habitat, South Platte River Valley. Final report, Federal Aid in Wildlife Restoration, Project W-104-R-1-2, Colorado Game and Fish Department. 68 pp.
197200	Christy 1973	Christy, S. 1973. An analysis of the woody vegetation on the South Platte River flood plain in northeastern Colorado. Unpublished thesis, University of Northern Colorado, Greeley. 82 pp.
200373	Crouch 1978	Crouch, G. L. 1978. Effects of protection from livestock grazing on a bottomland wildlife habitat in northeastern Colorado. Pages 118-125 in: Lowland river and stream habitat in Colorado: A symposium. Greeley, CO. 4-5 October 1978.
657120	Stevens et al. 2007	Stevens, J. E., K. Forrest, S. Neid, and M. Fink. 2007. Bent's Old Fort National Historic Site: Vegetation classification and mapping. Natural Resource Technical Report NPS/SOPN/NRTR--2007/049. National Park Service, Fort Collins, CO. 115 pp.
671239	Keeler-Wolf et al. 2003b	Keeler-Wolf, T., D. Schirokauer, J. Meinke, and P. van der Leeden. 2003b. Classification of the vegetation of Point Reyes National Seashore, Golden Gate National Recreation area, Samuel P. Taylor, Mount Tamalpais, and Tomales state parks, Marin, San Francisco, and San Mateo counties, California. California Department of Fish and Game, Wildlife Habitat Data Analysis Branch, Sacramento, CA.
182194	Baker 1980a	Baker, W. L. 1980a. Alpine vegetation of the Sangre De Cristo Mountains, New Mexico: Gradient analysis and classification. Unpublished thesis, University of North Carolina, Chapel Hill. 55 pp.
184283	White 1994a	White, J. 1994a. How the terms savanna, barrens, and oak openings were used in early Illinois. Pages 25-63 in: J. S. Fralish, R. C. Anderson, J. E. Ebinger and R. Szafoni, editors. Illinois State University. Proceedings of the North American Conference on Savannas and Barrens.
199498	Schwegman and McClain 1985	Schwegman, J. E., and W. E. McClain. 1985. Vegetative effects and management implications of a fall prescribed burn on an Illinois hill prairie. Natural Areas Journal 5(3):4-8.
178022	Adams et al. 1985	Adams, H. S., S. L. Stephenson, T. J. Blasing, and D. N. Duvick. 1985. Growth trend declines of spruce and fir in mid-Appalachian subalpine forest. Environmental and Experimental Botany 25:315-325.
200928	Thompson 1984	Thompson, P. W. 1984. Vegetation and common plants of Sleeping Bear. Cranbrook Institute of Science Bulletin 52, 1967. Cranbrook Press, Bloomfield Hills, Michigan. 48 pp.
201443	Host and Pregitzer 1991	Host, G. E., and K. S. Pregitzer. 1991. Ecological species groups for upland forest ecosystems of northwestern Lower Michigan. Forest Ecology and Management 43:87-102.
176923	Beetle and Johnson 1982	Beetle, A. A., and K. L. Johnson. 1982. Sagebrush in Wyoming. Wyoming Agricultural Experiment Station Bulletin 779. University of Wyoming, Laramie.
179865	Small 1933	Small, J. K. 1933. Manual of the southeastern flora. Parts I-II. Hafner Publishing Company, New York.
186201	Correll and Johnston 1970	Correll, D. S., and M. C. Johnston. 1970. Manual of the vascular plants of Texas. Texas Research Foundation. Renner, TX. (Second printing, 1979. University of Texas at Dallas, Richardson) 1881 pp.
183483	Nixon et al. 1980a	Nixon, E. S., K. L. Marietta, R. O. Littlejohn, and H. B. Weyland. 1980a. Woody vegetation of an American beech (Fagus grandifolia) community in eastern Texas. Castanea 45:171-180.
188328	Phillips and Shure 1990	Phillips, D. L., and D. J. Shure. 1990. Patch-size effects on early succession in Southern Appalachian forests. Ecology 71:204-212.
195202	McGee and Hooper 1970	McGee, C. E., and R. M. Hooper. 1970. Regeneration after clearcutting in the Southern Appalachians. Research Paper SE-70. USDA Forest Service, Southeastern Forest Experiment Station, Asheville, NC. 12 pp.
179143	Kauffman pers. comm.	Kauffman, Gary. Personal communication. Botanist. USDA Forest Service, Nantahala National Forest, Highlands, NC.
187178	Bailey 1997	Bailey, R. 1997. Map: Ecoregions of North America (revised). USDA Forest Service in cooperation with The Nature Conservancy and the U.S. Geological Survey, Washington, DC. 1:15,000,000.
386988	Peet 1993	Peet, R .K. 1993. A taxonomic study of Aristida stricta and A. beyrichiana. Rhodora 95:25-37.
194774	Gawler 2001	Gawler, S. C. 2001. Natural landscapes of Maine: Natural community profiles. Open (non-forested) types. Final review draft, July 2001. Maine Natural Areas Program. Department of Conservation. Augusta, ME.
200809	Golet et al. 1993	Golet, F. C., A. J. K. Calhoun, W. R. DeRagon, D. J. Lowry, and A. J. Gold. 1993. Ecology of red maple swamps in the glaciated Northeast: A community profile. USDI Fish & Wildlife Service, Washington, DC. 151 pp.
181321	Baumann 1978b	Baumann, C. 1978b. The effects of overwash on the vegetation of a Virginia barrier island. M.A. thesis. College of William and Mary, Williamsburg, VA. 104 pp.
188302	Clancy 1993a	Clancy, K. 1993a. Selected rare and historical vascular plants of Delaware. Bartonia 57:75-92.
198286	Stalter and Lamont 1990	Stalter, R., and E. E. Lamont. 1990. The vascular flora of Assateague Island, Virginia. Bulletin of the Torrey Botanical Club 117:48-56.
200605	Alverson 1990	Alverson, E. R. 1990. A survey for native grassland remnants in the mid-Willamette Valley, Oregon. A report on research conducted with a grant from the Mazamas Research Assistance Program. Department of Botany and Plant Pathology, Oregon State University. 35 pp. plus appendices.
177165	Johnson and Muller 1993b	Johnson, A. F., and J. W. Muller. 1993b. An assessment of Florida's remaining coastal upland natural communities: Northeast Florida. The Nature Conservancy, Florida Natural Areas Inventory, Tallahassee. 10 pp. plus appendices.
183324	Clark et al. 1980	Clark, S. V., P. J. Webber, V. Komarkova, and W. A. Weber. 1980. Map of mixed prairie grassland vegetation-Rocky Flats, Colorado. University of Colorado, Institute of Arctic and Alpine Research Occasional Paper 35. 66 pp.
182445	Sherwood and Risser 1980	Sherwood, R. T., and P. G. Risser. 1980. Annotated checklist of the vascular plants of Little Sahara State Park, Oklahoma. Southwestern Naturalist 25:323-338.
187165	Smith 1998a	Smith, A. L. 1998a. Environmental and management effects on plant species composition within ecological sites of the Black Kettle National Grassland in western Oklahoma. Unpublished M.S. thesis, Oklahoma State University, Stillwater.
179545	Boetsch pers. comm.	Boetsch, J. R. Personal communication. Botanist. National Park Service, Great Smoky Mountains National Park.
192935	Culwell and Scow 1982	Culwell, L. D., and K. L. Scow. 1982. Terrestrial vegetation inventory: Dominy Project Area, Custer County, Montana 1979-1980. Unpublished technical report for Western Energy Company by Westech, Helena, MT. 144 pp. plus 15 pp. appendix.
503880	Jones 1997c	Jones, G. P. 1997c. Ecological evaluation of the potential Rock Creek research natural area within the Thunder Basin National Grassland, Weston County, Wyoming. Unpublished report to the Nebraska National Forest, USDA Forest Service. Wyoming Natural Diversity Database, Laramie WY. 26 pp.
185152	Peterson pers. comm.	Peterson, Eric. Personal communication. Plant Ecologist, Nevada Natural Heritage Program, Department of Conservation and Natural Resources, Carson City, NV.
186293	McCormick 1979	McCormick, J. 1979. The vegetation of the New Jersey Pine Barrens. In: R. T. T. Formann, editor. Pine Barrens: Ecosystem and landscape. Academic Press, New York.
181379	Mohlenbrock and Schwegman 1969	Mohlenbrock, R. H., and J. Schwegman. 1969. New and unusual grass and sedge records for Illinois. Transactions of the Illinois State Academy of Science 62:100-101.
184912	Allen 1993c	Allen, C. 1993c. Ecological assessment of the forest vegetation of Keiffer Prairie Research Natural Area in the Kisatchie National Forest. Unpublished report. USDA Forest Service, Kisatchie National Forest, and Northeast Louisiana University, Alexandria. 60 pp.
182295	Wellner 1984	Wellner, C. A. 1984. Establishment record for Canyon Creek Research Natural Area within Kaniksu National Forest, Bonner County, Idaho. Unpublished report for Idaho Panhandle national forests, Coeur d'Alene, ID. 23 pp. plus maps.
180621	Martin and Frenkel 1978	Martin, R. C., and R. E. Frenkel. 1978. Preserve analysis: Blacklock Point. Oregon Natural Area Preserves Advisory Committee to the State Land Board, Salem, OR. 63 pp.
199713	Kaul et al. 1988	Kaul, R. B., G. E. Kantak, and S. P. Churchill. 1988. The Niobrara River Valley, a postglacial migration corridor and refugium of forest plants and animals in the grasslands of central North America. The Botanical Review 54:45-65.
722174	Gawler and Bowman 2012	Gawler, S. C., and P. S. Bowman. 2012. Vegetation classification and mapping at Saint-Gaudens National Historic Site, New Hampshire. Natural Resource Technical Report NPS/NER/NRTR--2012/584.1. National Park Service, Fort Collins, CO.
176183	Evans et al. 1984	Evans, S., R. Schuller, and E. Augenstein. 1984. A report on Castilleja leviscita at Rocky Prairie, Thurston County, Washington. Unpublished report prepared for The Nature Conservancy. 56 pp.
181928	Metzler and Barrett 2001	Metzler, K. J., and J. P. Barrett. 2001. Vegetation classification for Connecticut. Draft 5/21/2001. Connecticut Department of Environmental Protection, Natural Resources Center, Natural Diversity Database, Hartford.
187608	Cronquist et al. 1997	Cronquist, A., N. H. Holmgren, and P. K. Holmgren. 1997. Intermountain flora: Vascular plants of the Intermountain West, USA. Volume 3, Part A, subclass Rosidae (except Fabeles). New York Botanical Garden, Bronx, NY. 446 pp.
190908	Rice 1952	Rice, E. L. 1952. Phytosociological analysis of a tall-grass prairie in Marshall County, Oklahoma. Ecology 33(1):112-116.
183584	Lindauer 1978	Lindauer, I. E. 1978. A comparison of the vegetative communities of the South Platte and Arkansas River drainages in eastern Colorado. Pages 56-72 in: W. D. Graul and S. J. Bissel, editors. Lowland River and Stream Habitat in Colorado: A Symposium, 4-5 October 1978. Colorado Chapter of Wildlife Society and Audubon Council.
192734	McAvoy and Clancy 1994	McAvoy, W., and K. Clancy. 1994. Community classification and mapping criteria for Category I interdunal swales and coastal plain pond wetlands in Delaware. Final Report submitted to the Division of Water Resources in the Department of Natural Resources and Environmental Control. 47 pp.
194103	Williams 1979	Williams, R. P. 1979. Vascular flora of south central North Dakota. Ph.D. thesis, North Dakota State University, Fargo.
183803	McKell 1950	McKell, C. M. 1950. A study of plant succession in the oak brush (Quercus gambelii) zone after fire. Unpublished thesis, University of Utah, Salt Lake City. 79 pp.
195847	Forsling and Storm 1929	Forsling, C. L., and E. V. Storm. 1929. The utilization of browse forage as summer range for cattle in southwestern Utah. USDA Circular 62. Washington, DC. 29 pp.
188173	Badaracco 1971	Badaracco, R. J. 1971. An interpretive resource analysis of Pawnee Buttes, Colorado. Unpublished dissertation, Colorado State University, Fort Collins. 341 pp.
190680	Hanson 1955	Hanson, H. C. 1955. Characteristics of the Stipa comata - Bouteloua gracilis - Bouteloua curtipendula association in northern Colorado. Ecology 36(2):269-280.
198679	Taylor 1967	Taylor, R. J. 1967. The relation of forest vegetation to soils and geology in the Gulf Coastal Plain in Oklahoma. Unpublished Ph.D. dissertation, University of Oklahoma, Norman.
188411	Clovis 1968	Clovis, J. F. 1968. The vegetation of Smith Island, Virginia. Castanea 33:115-121.
181956	Arno 1970	Arno, S. F. 1970. Ecology of alpine larch (Larix lyallii Parlatore) in the Pacific Northwest. Unpublished dissertation, University of Montana, Missoula. 264 pp.
199751	Arno and Habeck 1972	Arno, S. F., and J. R. Habeck. 1972. Ecology of alpine larch (Larix lyallii Parlatore) in the Pacific Northwest. Ecological Monographs 42:417-450.
184126	USFS 1984a	USFS [U.S. Forest Service]. 1984a. Soils and vegetation of the Apalachicola National Forest. USDA Forest Service, Southern Region.
678168	Zimmerman 2011a	Zimmerman, E. A. 2011a. Pennsylvania Natural Heritage Program. Big Bluestem - Indian-grass Floodplain Grassland Factsheet. [http://www.naturalheritage.state.pa.us/Community.aspx?=15999] (accessed February 06, 2012)
198036	Turrill and Buckner 1995	Turrill, N. L., and E. R. Buckner. 1995. The loss of Southern Appalachian Pinus pungens Lam. due to fire suppression. ASB Bulletin 42:109.
183841	Scott-Williams 1965	Scott-Williams, B. W. 1965. The ecology of the alpine tundra on Trail Ridge. Pages 13-16 in: C. B. Schulz and H. T. Smith, editors. Guidebook for one-day field conferences -- Boulder area, Colorado. VIIth International Association for Quaternary Research Congress, Nebraska Academy of Science, Lincoln, NE.
